"","mach","narc","psyc"
"1478",41,8,24
"1479",30,2,11
"1480",20,-5,-1
"1481",37,17,32
"1482",25,-4,16
"1483",26,12,21
"1484",32,-4,9
"1485",37,12,10
"1486",45,27,23
"1487",35,12,22
"1488",41,22,18
"1489",42,16,16
"1490",39,13,12
"1491",17,1,1
"1492",28,0,19
"1493",17,1,-4
"1494",42,18,20
"1495",39,4,17
"1496",39,15,23
"1497",36,13,13
"1498",28,1,6
"1499",36,10,10
"1500",42,10,18
"1501",30,9,7
"1502",20,3,5
"1503",39,6,14
"1504",38,8,16
"1505",41,11,23
"1506",25,11,3
"1507",33,8,12
"1508",37,3,13
"1509",28,5,9
"1510",34,15,14
"1511",31,23,30
"1512",38,19,28
"1513",37,15,23
"1514",43,19,26
"1515",36,13,18
"1516",32,12,6
"1517",28,9,6
"1518",29,6,4
"1519",33,0,9
"1520",40,19,22
"1521",18,-2,8
"1522",43,13,26
"1523",40,19,15
"1524",31,9,13
"1525",26,12,8
"1526",31,2,13
"1527",19,4,11
"1528",35,4,23
"1529",34,23,18
"1530",32,11,13
"1531",29,4,10
"1532",37,1,8
"1533",38,22,20
"1534",23,7,6
"1535",28,2,8
"1536",24,6,8
"1537",38,20,24
"1538",41,19,21
"1539",27,9,15
"1540",29,16,13
"1541",38,-2,13
"1542",45,13,14
"1543",35,4,22
"1544",35,15,17
"1545",41,5,8
"1546",39,11,17
"1547",40,14,14
"1548",45,8,21
"1549",35,18,23
"1550",27,10,11
"1551",28,6,1
"1552",38,13,14
"1553",45,25,28
"1554",38,2,10
"1555",43,9,9
"1556",38,27,25
"1557",26,4,12
"1558",40,6,22
"1559",28,6,7
"1560",37,19,22
"1561",28,10,7
"1562",37,15,17
"1563",24,-1,16
"1564",36,2,17
"1565",36,11,14
"1566",35,13,13
"1567",40,15,22
"1568",33,3,11
"1569",18,1,2
"1570",42,13,16
"1571",43,7,17
"1572",21,-2,7
"1573",40,15,18
"1574",40,16,18
"1575",39,16,18
"1576",44,10,23
"1577",35,13,14
"1578",20,6,11
"1579",36,8,13
"1580",34,10,13
"1581",38,11,20
"1582",38,13,17
"1583",39,14,21
"1584",34,9,11
"1585",40,17,20
"1586",26,5,13
"1587",34,9,16
"1588",37,18,17
"1589",25,12,6
"1590",32,2,23
"1591",34,8,22
"1592",33,21,16
"1593",36,11,14
"1594",37,10,16
"1595",33,19,20
"1596",36,19,20
"1597",29,4,10
"1598",15,-4,-1
"1599",24,8,5
"1600",31,3,7
"1601",32,6,14
"1602",28,-5,5
"1603",45,18,30
"1604",41,12,17
"1605",34,13,12
"1606",28,15,22
"1607",43,22,24
"1608",41,12,16
"1609",44,11,23
"1610",43,12,23
"1611",37,14,17
"1612",37,9,24
"1613",40,11,13
"1614",37,17,13
"1615",35,7,24
"1616",43,17,14
"1617",34,8,21
"1618",43,6,17
"1619",40,9,19
"1620",38,17,30
"1621",39,13,15
"1622",37,12,25
"1623",42,19,26
"1624",31,15,13
"1625",39,14,25
"1626",41,20,25
"1627",43,22,28
"1628",42,-1,12
"1629",44,20,22
"1630",33,18,22
"1631",32,-1,7
"1632",35,15,25
"1633",40,6,13
"1634",35,10,23
"1635",23,2,9
"1636",39,5,10
"1637",27,6,8
"1638",36,6,13
"1639",43,18,21
"1640",40,18,18
"1641",37,3,12
"1642",34,7,14
"1643",41,21,29
"1644",31,11,12
"1645",27,2,4
"1646",30,2,-1
"1647",39,17,17
"1648",30,10,17
"1649",25,-2,8
"1650",42,17,18
"1651",42,10,14
"1652",43,15,13
"1653",44,23,27
"1654",35,4,5
"1655",36,1,13
"1656",30,10,11
"1657",27,8,7
"1658",34,10,18
"1659",39,8,12
"1660",35,7,20
"1661",37,15,21
"1662",38,13,14
"1663",39,13,29
"1664",44,17,18
"1665",43,17,27
"1666",35,5,11
"1667",42,13,15
"1668",29,15,9
"1669",29,5,9
"1670",41,7,11
"1671",39,19,19
"1672",37,10,12
"1673",28,1,13
"1674",33,4,5
"1675",30,3,7
"1676",45,20,23
"1677",38,12,14
"1678",39,21,18
"1679",21,13,3
"1680",34,17,20
"1681",36,17,16
"1682",42,16,22
"1683",39,19,28
"1684",27,1,5
"1685",34,14,19
"1686",30,6,10
"1687",32,12,12
"1688",35,7,1
"1689",34,13,18
"1690",40,19,16
"1691",35,13,19
"1692",26,5,9
"1693",28,12,13
"1694",38,9,18
"1695",42,16,17
"1696",25,10,1
"1697",34,0,11
"1698",44,20,25
"1699",41,17,25
"1700",40,23,23
"1701",36,12,24
"1702",35,18,23
"1703",44,19,31
"1704",18,4,2
"1705",38,12,22
"1706",45,20,24
"1707",42,19,20
"1708",35,18,8
"1709",45,15,29
"1710",29,7,9
"1711",42,7,22
"1712",37,14,18
"1713",36,23,18
"1714",24,15,6
"1715",36,12,17
"1716",41,17,18
"1717",31,6,7
"1718",36,23,18
"1719",35,11,10
"1720",23,6,4
"1721",45,14,19
"1722",45,18,28
"1723",26,9,10
"1724",27,-1,4
"1725",43,19,18
"1726",37,18,23
"1727",40,13,17
"1728",34,16,16
"1729",42,22,17
"1730",31,15,17
"1731",42,4,28
"1732",40,12,20
"1733",38,10,19
"1734",41,16,18
"1735",33,1,7
"1736",32,24,12
"1737",31,21,15
"1738",31,17,10
"1739",43,17,28
"1740",37,10,17
"1741",43,5,15
"1742",39,7,16
"1743",32,18,10
"1744",31,5,9
"1745",30,7,11
"1746",42,7,5
"1747",32,7,0
"1748",41,13,22
"1749",32,15,10
"1750",23,4,7
"1751",34,22,22
"1752",33,9,10
"1753",35,16,9
"1754",39,19,12
"1755",26,9,6
"1756",41,19,12
"1757",38,13,19
"1758",27,12,11
"1759",34,12,0
"1760",31,8,6
"1761",41,19,33
"1762",34,8,15
"1763",33,1,16
"1764",33,12,11
"1765",23,2,2
"1766",36,12,12
"1767",23,4,2
"1768",15,5,-3
"1769",29,13,11
"1770",36,14,6
"1771",34,8,12
"1772",21,5,9
"1773",36,9,15
"1774",36,-4,6
"1775",43,10,16
"1776",29,4,6
"1777",28,3,4
"1778",39,4,12
"1779",28,10,9
"1780",30,9,15
"1781",33,3,9
"1782",39,10,20
"1783",19,6,3
"1784",36,9,25
"1785",29,-1,10
"1786",38,11,26
"1787",36,8,18
"1788",38,7,21
"1789",19,4,-3
"1790",45,8,26
"1791",43,11,21
"1792",37,11,27
"1793",32,1,7
"1794",33,11,17
"1795",35,15,14
"1796",37,10,23
"1797",31,8,20
"1798",35,18,16
"1799",39,13,22
"1800",36,5,10
"1801",36,15,13
"1802",35,22,13
"1803",36,7,22
"1804",41,22,28
"1805",18,2,2
"1806",37,-1,20
"1807",33,5,13
"1808",33,6,11
"1809",44,16,28
"1810",24,4,6
"1811",29,1,12
"1812",29,3,21
"1813",38,11,16
"1814",31,9,20
"1815",44,13,27
"1816",42,16,27
"1817",26,10,0
"1818",32,9,-2
"1819",36,20,9
"1820",35,9,6
"1821",29,4,6
"1822",39,13,19
"1823",30,20,5
"1824",45,27,33
"1825",37,8,14
"1826",32,5,12
"1827",37,7,17
"1828",35,-1,7
"1829",29,-1,6
"1830",40,21,14
"1831",40,6,13
"1832",33,21,20
"1833",24,1,4
"1834",35,10,8
"1835",45,25,29
"1836",38,9,16
"1837",30,25,10
"1838",21,4,13
"1839",32,9,13
"1840",21,2,0
"1841",36,17,12
"1842",42,17,27
"1843",42,21,23
"1844",24,1,1
"1845",37,21,25
"1846",37,10,10
"1847",40,21,29
"1848",23,8,7
"1849",36,5,18
"1850",43,9,12
"1851",41,5,13
"1852",29,9,19
"1853",38,23,22
"1854",40,12,8
"1855",37,18,12
"1856",21,5,3
"1857",34,14,12
"1858",40,17,21
"1859",37,5,5
"1860",24,5,19
"1861",24,5,7
"1862",40,7,11
"1863",38,17,26
"1864",41,16,14
"1865",31,15,9
"1866",30,-3,12
"1867",45,21,21
"1868",41,10,15
"1869",20,2,4
"1870",35,5,16
"1871",36,10,17
"1872",34,5,24
"1873",23,8,9
"1874",35,10,9
"1875",28,4,1
"1876",19,1,4
"1877",15,-4,2
"1878",34,2,10
"1879",37,11,27
"1880",45,20,22
"1881",34,19,16
"1882",29,8,7
"1883",40,2,12
"1884",34,19,27
"1885",36,16,11
"1886",37,6,7
"1887",24,11,7
"1888",20,6,-2
"1889",25,8,6
"1890",28,14,9
"1891",39,24,26
"1892",39,17,21
"1893",27,9,8
"1894",35,10,12
"1895",36,12,16
"1896",31,-3,9
"1897",27,0,6
"1898",24,13,10
"1899",25,6,2
"1900",38,16,14
"1901",33,7,14
"1902",40,14,18
"1903",32,5,15
"1904",38,9,19
"1905",36,17,19
"1906",38,10,15
"1907",35,1,10
"1908",27,4,18
"1909",29,5,5
"1910",20,3,1
"1911",29,9,9
"1912",29,8,5
"1913",31,14,14
"1914",32,18,15
"1915",36,7,11
"1916",36,10,11
"1917",26,14,9
"1918",20,1,5
"1919",37,8,8
"1920",18,7,5
"1921",27,14,8
"1922",32,2,7
"1923",41,15,28
"1924",39,21,21
"1925",33,0,6
"1926",21,14,-2
"1927",44,20,22
"1928",45,5,22
"1929",32,12,17
"1930",22,3,14
"1931",24,7,4
"1932",40,15,27
"1933",34,13,17
"1934",30,9,12
"1935",31,-4,11
"1936",16,-4,-3
"1937",12,0,-1
"1938",37,3,16
"1939",41,18,22
"1940",28,12,7
"1941",37,16,18
"1942",29,11,13
"1943",34,-2,11
"1944",42,10,21
"1945",45,9,13
"1946",32,20,26
"1947",33,11,21
"1948",24,2,14
"1949",28,4,4
"1950",36,5,14
"1951",38,10,14
"1952",41,19,22
"1953",38,6,19
"1954",39,11,25
"1955",33,8,13
"1956",38,8,10
"1957",43,10,18
"1958",38,17,26
"1959",26,9,19
"1960",23,2,12
"1961",24,9,7
"1962",39,20,20
"1963",33,6,16
"1964",41,-1,30
"1965",42,15,15
"1966",41,5,30
"1967",37,17,27
"1968",34,16,13
"1969",34,14,17
"1970",35,17,21
"1971",43,16,17
"1972",39,16,16
"1973",45,19,17
"1974",41,10,19
"1975",41,11,12
"1976",34,10,22
"1977",36,12,18
"1978",24,1,6
"1979",43,14,12
"1980",45,13,19
"1981",36,13,11
"1982",36,23,18
"1983",34,8,12
"1984",35,12,10
"1985",43,5,14
"1986",41,16,10
"1987",36,10,21
"1988",44,19,24
"1989",31,5,12
"1990",34,5,12
"1991",35,13,4
"1992",33,8,9
"1993",38,12,8
"1994",23,-2,9
"1995",37,21,19
"1996",33,15,21
"1997",31,9,9
"1998",39,13,13
"1999",31,9,7
"2000",21,6,4
"2001",33,0,8
"2002",12,-6,-3
"2003",20,5,-5
"2004",21,3,10
"2005",38,22,14
"2006",34,15,14
"2007",36,6,13
"2008",38,18,14
"2009",34,12,12
"2010",41,10,14
"2011",31,10,17
"2012",36,7,17
"2013",38,7,-1
"2014",45,25,26
"2015",36,9,14
"2016",31,9,16
"2017",29,7,10
"2018",38,11,15
"2019",33,8,13
"2020",33,-2,11
"2021",35,10,15
"2022",28,12,14
"2023",40,12,10
"2024",39,9,11
"2025",31,16,11
"2026",37,12,17
"2027",41,21,21
"2028",38,5,18
"2029",35,6,11
"2030",42,5,22
"2031",30,8,16
"2032",34,-1,5
"2033",23,1,6
"2034",37,6,7
"2035",38,18,19
"2036",31,3,2
"2037",32,18,24
"2038",38,20,10
"2039",28,7,10
"2040",25,0,1
"2041",35,9,18
"2042",32,9,5
"2043",35,10,14
"2044",41,13,19
"2045",41,6,20
"2046",39,15,18
"2047",35,3,14
"2048",32,7,18
"2049",33,8,13
"2050",38,7,17
"2051",29,5,6
"2052",24,6,7
"2053",17,3,4
"2054",25,0,-2
"2055",39,19,21
"2056",35,8,11
"2057",31,8,13
"2058",23,6,6
"2059",44,14,21
"2060",35,6,25
"2061",26,5,2
"2062",36,18,18
"2063",37,18,13
"2064",36,13,23
"2065",22,-1,1
"2066",43,19,24
"2067",28,20,8
"2068",35,4,4
"2069",38,-4,13
"2070",22,4,6
"2071",29,5,13
"2072",35,4,1
"2073",34,-1,18
"2074",36,10,15
"2075",33,1,14
"2076",24,7,6
"2077",26,0,5
"2078",28,0,5
"2079",38,7,16
"2080",22,7,7
"2081",39,10,15
"2082",35,15,6
"2083",22,1,11
"2084",29,1,20
"2085",36,10,10
"2086",26,13,14
"2087",42,23,18
"2088",35,5,19
"2089",39,16,15
"2090",38,21,25
"2091",37,19,18
"2092",35,10,14
"2093",40,17,24
"2094",39,9,19
"2095",43,11,19
"2096",35,10,13
"2097",33,10,23
"2098",27,16,5
"2099",19,6,9
"2100",19,5,1
"2101",32,6,8
"2102",37,7,11
"2103",43,27,20
"2104",41,8,21
"2105",39,14,5
"2106",43,13,23
"2107",35,23,18
"2108",36,16,16
"2109",23,5,0
"2110",41,12,20
"2111",42,7,13
"2112",35,13,16
"2113",25,10,4
"2114",44,26,18
"2115",39,23,19
"2116",34,9,8
"2117",40,27,29
"2118",27,6,5
"2119",31,3,28
"2120",26,10,-1
"2121",27,11,21
"2122",37,11,20
"2123",35,9,15
"2124",43,22,23
"2125",22,4,1
"2126",36,2,15
"2127",37,9,21
"2128",36,13,12
"2129",42,6,26
"2130",39,-5,16
"2131",44,20,24
"2132",42,11,22
"2133",44,18,10
"2134",33,11,12
"2135",29,5,11
"2136",24,6,8
"2137",26,0,8
"2138",19,7,4
"2139",37,8,16
"2140",45,16,16
"2141",19,1,2
"2142",38,8,18
"2143",24,-3,10
"2144",44,13,20
"2145",43,11,13
"2146",35,9,5
"2147",24,7,11
"2148",31,8,8
"2149",24,-2,3
"2150",40,15,28
"2151",36,-4,8
"2152",34,4,11
"2153",41,15,20
"2154",25,-5,6
"2155",35,11,12
"2156",32,-4,8
"2157",32,2,13
"2158",32,11,16
"2159",42,15,20
"2160",36,20,16
"2161",18,3,2
"2162",21,-4,4
"2163",27,9,9
"2164",33,7,15
"2165",29,7,5
"2166",42,20,15
"2167",24,3,8
"2168",28,1,3
"2169",43,20,15
"2170",31,13,14
"2171",30,11,15
"2172",37,8,21
"2173",28,13,14
"2174",25,6,6
"2175",34,4,4
"2176",34,16,19
"2177",37,12,15
"2178",29,9,11
"2179",30,12,15
"2180",44,26,31
"2181",33,7,23
"2182",39,15,15
"2183",28,-1,9
"2184",45,21,20
"2185",28,11,10
"2186",31,10,8
"2187",36,5,2
"2188",38,7,27
"2189",22,-1,2
"2190",38,2,12
"2191",30,9,9
"2192",38,3,14
"2193",42,4,13
"2194",35,5,21
"2195",30,6,15
"2196",38,14,14
"2197",40,18,31
"2198",35,8,13
"2199",42,18,28
"2200",29,7,7
"2201",41,12,14
"2202",32,14,11
"2203",36,1,11
"2204",29,1,9
"2205",28,10,12
"2206",33,17,7
"2207",39,17,16
"2208",23,12,6
"2209",40,0,13
"2210",32,14,8
"2211",29,8,18
"2212",40,15,23
"2213",25,13,5
"2214",40,25,14
"2215",24,-3,9
"2216",27,12,5
"2217",37,12,16
"2218",45,15,33
"2219",43,19,12
"2220",27,7,12
"2221",29,13,14
"2222",36,12,23
"2223",33,9,18
"2224",31,0,15
"2225",32,20,5
"2226",21,6,5
"2227",40,20,23
"2228",36,23,19
"2229",18,17,0
"2230",36,18,19
"2231",34,15,13
"2232",36,19,6
"2233",35,14,8
"2234",42,16,28
"2235",43,19,20
"2236",35,18,12
"2237",38,5,19
"2238",33,13,10
"2239",26,3,1
"2240",34,8,20
"2241",31,12,18
"2242",37,7,24
"2243",27,12,5
"2244",18,4,-3
"2245",27,14,13
"2246",34,15,15
"2247",41,10,10
"2248",34,15,15
"2249",30,-2,8
"2250",37,0,2
"2251",43,6,14
"2252",30,-1,5
"2253",43,21,26
"2254",38,10,11
"2255",40,12,14
"2256",44,13,27
"2257",45,27,29
"2258",44,11,14
"2259",37,15,19
"2260",40,15,14
"2261",42,13,18
"2262",31,-4,1
"2263",37,22,21
"2264",36,7,11
"2265",30,0,6
"2266",37,13,16
"2267",42,6,12
"2268",33,3,7
"2269",28,0,9
"2270",29,13,6
"2271",36,19,15
"2272",38,10,7
"2273",36,10,19
"2274",37,-4,10
"2275",38,12,19
"2276",31,16,10
"2277",34,13,23
"2278",25,5,6
"2279",25,7,9
"2280",37,17,21
"2281",28,4,7
"2282",34,12,18
"2283",28,10,13
"2284",38,16,14
"2285",41,11,14
"2286",38,14,24
"2287",33,21,9
"2288",30,7,8
"2289",30,12,8
"2290",35,14,23
"2291",34,8,10
"2292",39,17,19
"2293",45,20,25
"2294",36,14,17
"2295",27,10,8
"2296",35,7,15
"2297",29,9,5
"2298",45,27,18
"2299",37,7,15
"2300",27,13,3
"2301",35,-3,10
"2302",28,16,12
"2303",25,4,16
"2304",35,7,15
"2305",36,14,22
"2306",19,11,11
"2307",35,5,11
"2308",31,13,12
"2309",30,3,12
"2310",25,5,14
"2311",44,19,22
"2312",36,4,7
"2313",36,8,9
"2314",38,11,16
"2315",32,9,20
"2316",33,10,16
"2317",38,7,23
"2318",44,23,16
"2319",45,21,29
"2320",36,11,18
"2321",30,9,12
"2322",31,-3,10
"2323",37,15,14
"2324",30,5,5
"2325",35,4,9
"2326",33,8,15
"2327",32,15,5
"2328",33,8,20
"2329",21,-4,5
"2330",41,11,31
"2331",27,-2,2
"2332",33,6,5
"2333",9,3,5
"2334",26,10,13
"2335",41,0,27
"2336",32,0,5
"2337",35,13,18
"2338",30,-3,19
"2339",26,2,12
"2340",30,1,8
"2341",30,17,17
"2342",30,13,5
"2343",30,7,20
"2344",29,1,2
"2345",23,3,5
"2346",21,23,14
"2347",23,9,14
"2348",26,8,4
"2349",27,15,17
"2350",25,7,2
"2351",29,8,11
"2352",25,4,3
"2353",38,7,16
"2354",45,19,25
"2355",27,0,6
"2356",30,2,14
"2357",33,2,14
"2358",42,13,19
"2359",18,4,1
"2360",42,12,26
"2361",35,17,14
"2362",37,7,21
"2363",42,22,12
"2364",19,3,-1
"2365",34,4,15
"2366",39,14,22
"2367",44,12,17
"2368",41,16,17
"2369",43,18,19
"2370",41,11,19
"2371",43,20,20
"2372",40,11,17
"2373",31,16,15
"2374",40,11,19
"2375",40,10,21
"2376",41,13,23
"2377",33,7,13
"2378",34,15,19
"2379",38,0,12
"2380",39,12,23
"2381",41,13,26
"2382",44,19,30
"2383",44,20,22
"2384",42,22,18
"2385",33,4,19
"2386",28,-3,6
"2387",31,0,17
"2388",33,5,13
"2389",36,17,17
"2390",39,13,20
"2391",32,7,9
"2392",34,7,10
"2393",34,15,19
"2394",29,-4,6
"2395",32,7,15
"2396",28,6,5
"2397",28,4,7
"2398",32,10,21
"2399",16,4,-2
"2400",32,2,12
"2401",38,13,8
"2402",37,10,21
"2403",38,11,13
"2404",32,2,15
"2405",21,-3,-1
"2406",25,-1,1
"2407",36,14,25
"2408",45,19,29
"2409",28,15,17
"2410",31,9,12
"2411",31,8,8
"2412",38,22,24
"2413",35,11,15
"2414",27,9,9
"2415",17,-1,0
"2416",25,3,23
"2417",27,4,6
"2418",20,2,6
"2419",14,-4,2
"2420",38,-2,7
"2421",22,-2,0
"2422",35,5,13
"2423",33,-2,6
"2424",36,-1,10
"2425",35,11,14
"2426",32,5,10
"2427",18,5,4
"2428",31,10,14
"2429",40,13,17
"2430",37,15,13
"2431",16,-9,-2
"2432",40,2,18
"2433",20,-1,1
"2434",32,5,11
"2435",28,4,12
"2436",38,19,10
"2437",32,4,12
"2438",39,10,22
"2439",31,15,13
"2440",34,5,15
"2441",43,16,18
"2442",41,12,27
"2443",24,2,14
"2444",41,24,20
"2445",22,-1,0
"2446",20,0,3
"2447",32,1,0
"2448",36,12,20
"2449",38,10,11
"2450",12,-1,3
"2451",32,4,7
"2452",32,8,11
"2453",22,6,0
"2454",31,10,8
"2455",36,9,6
"2456",26,7,12
"2457",27,8,7
"2458",28,9,10
"2459",38,9,17
"2460",33,10,16
"2461",27,5,6
"2462",45,19,31
"2463",33,13,17
"2464",12,-3,2
"2465",31,4,4
"2466",26,3,6
"2467",42,24,19
"2468",44,19,19
"2469",32,5,14
"2470",26,8,9
"2471",35,12,24
"2472",41,8,24
"2473",41,3,23
"2474",44,15,15
"2475",21,5,9
"2476",24,9,10
"2477",44,24,20
"2478",33,3,11
"2479",32,12,11
"2480",26,4,0
"2481",33,11,15
"2482",37,4,4
"2483",37,7,16
"2484",36,22,19
"2485",22,19,15
"2486",26,-4,6
"2487",37,23,33
"2488",32,17,22
"2489",31,2,16
"2490",27,-1,3
"2491",34,12,10
"2492",40,17,17
"2493",38,5,12
"2494",33,1,3
"2495",30,-5,4
"2496",33,2,10
"2497",40,10,13
"2498",44,5,26
"2499",37,10,8
"2500",44,10,15
"2501",45,13,24
"2502",41,16,30
"2503",37,6,4
"2504",31,5,3
"2505",36,5,18
"2506",40,7,27
"2507",34,25,22
"2508",42,20,23
"2509",23,15,6
"2510",13,-2,1
"2511",32,13,13
"2512",43,12,21
"2513",29,3,1
"2514",34,12,9
"2515",30,-4,7
"2516",38,6,17
"2517",24,5,10
"2518",33,20,25
"2519",40,12,13
"2520",26,7,8
"2521",39,19,19
"2522",26,9,11
"2523",41,16,30
"2524",35,6,17
"2525",42,17,29
"2526",38,4,14
"2527",27,7,6
"2528",35,12,16
"2529",25,11,5
"2530",43,13,12
"2531",23,3,-2
"2532",21,3,5
"2533",36,9,10
"2534",22,1,5
"2535",40,18,19
"2536",31,3,27
"2537",21,14,15
"2538",38,5,12
"2539",43,25,28
"2540",35,5,14
"2541",22,7,3
"2542",21,3,8
"2543",43,17,19
"2544",37,13,16
"2545",27,9,9
"2546",42,9,16
"2547",39,15,15
"2548",41,23,23
"2549",39,17,25
"2550",37,13,17
"2551",39,20,30
"2552",36,14,13
"2553",32,5,7
"2554",22,5,4
"2555",31,7,6
"2556",35,8,19
"2557",41,19,26
"2558",31,10,9
"2559",39,16,23
"2560",27,10,7
"2561",26,-2,1
"2562",39,17,22
"2563",35,11,7
"2564",34,4,17
"2565",25,4,3
"2566",39,15,28
"2567",43,19,17
"2568",32,-2,8
"2569",37,6,14
"2570",25,7,10
"2571",40,8,6
"2572",39,22,25
"2573",30,15,14
"2574",24,-5,20
"2575",43,10,20
"2576",33,11,10
"2577",28,2,10
"2578",26,6,4
"2579",28,-2,5
"2580",37,5,16
"2581",28,8,11
"2582",28,8,4
"2583",38,22,26
"2584",29,12,25
"2585",31,12,9
"2586",34,12,20
"2587",33,5,15
"2588",35,12,10
"2589",41,9,20
"2590",41,12,15
"2591",45,23,29
"2592",45,23,25
"2593",30,5,22
"2594",43,19,23
"2595",36,19,23
"2596",29,10,7
"2597",39,17,19
"2598",41,22,27
"2599",35,11,15
"2600",36,16,9
"2601",42,15,24
"2602",41,7,27
"2603",27,7,4
"2604",32,8,12
"2605",43,13,28
"2606",38,7,22
"2607",30,4,11
"2608",35,10,16
"2609",38,20,13
"2610",34,13,11
"2611",31,11,11
"2612",24,11,20
"2613",32,15,24
"2614",44,20,24
"2615",41,14,20
"2616",39,6,8
"2617",43,-1,12
"2618",38,13,23
"2619",38,4,14
"2620",33,6,4
"2621",33,10,19
"2622",39,20,22
"2623",43,10,20
"2624",27,-4,5
"2625",45,27,21
"2626",37,12,12
"2627",28,9,17
"2628",27,10,4
"2629",41,5,18
"2630",38,9,13
"2631",14,-2,5
"2632",28,4,6
"2633",37,11,13
"2634",40,12,10
"2635",32,8,16
"2636",45,24,21
"2637",36,13,9
"2638",36,18,17
"2639",25,15,29
"2640",41,19,22
"2641",33,8,16
"2642",44,17,22
"2643",27,12,12
"2644",35,17,28
"2645",37,25,15
"2646",40,13,19
"2647",35,17,13
"2648",25,7,11
"2649",38,16,19
"2650",41,-6,8
"2651",35,17,12
"2652",33,14,5
"2653",34,23,16
"2654",38,13,19
"2655",23,2,9
"2656",32,-2,13
"2657",25,7,4
"2658",37,10,13
"2659",36,6,17
"2660",39,15,19
"2661",43,15,21
"2662",38,8,12
"2663",30,0,5
"2664",39,10,8
"2665",37,16,18
"2666",37,14,12
"2667",36,12,11
"2668",23,1,-1
"2669",35,9,21
"2670",40,16,18
"2671",42,18,20
"2672",42,21,22
"2673",25,10,20
"2674",33,7,7
"2675",30,11,8
"2676",29,1,7
"2677",26,1,4
"2678",36,14,20
"2679",43,15,18
"2680",28,-3,9
"2681",44,13,21
"2682",41,7,14
"2683",33,12,17
"2684",38,0,11
"2685",23,3,5
"2686",39,9,23
"2687",45,8,16
"2688",39,14,20
"2689",23,10,13
"2690",27,7,3
"2691",35,9,15
"2692",39,10,11
"2693",30,12,9
"2694",44,4,11
"2695",34,1,16
"2696",37,13,10
"2697",34,23,14
"2698",0,0,0
"2699",31,9,19
"2700",37,25,9
"2701",38,1,6
"2702",43,3,17
"2703",45,25,29
"2704",33,16,13
"2705",25,10,0
"2706",43,2,12
"2707",38,13,20
"2708",37,19,23
"2709",17,-3,0
"2710",40,7,18
"2711",24,-1,1
"2712",28,7,9
"2713",39,12,13
"2714",31,6,9
"2715",23,5,8
"2716",30,7,9
"2717",30,12,14
"2718",27,10,12
"2719",31,11,9
"2720",25,5,2
"2721",37,1,17
"2722",23,7,13
"2723",31,16,11
"2724",36,11,9
"2725",33,2,0
"2726",37,3,13
"2727",41,9,15
"2728",22,12,5
"2729",18,2,1
"2730",32,7,14
"2731",34,13,10
"2732",39,12,9
"2733",39,7,23
"2734",29,5,4
"2735",41,15,24
"2736",35,16,24
"2737",27,11,10
"2738",27,1,7
"2739",34,4,9
"2740",29,11,13
"2741",45,25,26
"2742",41,18,25
"2743",43,21,30
"2744",36,6,8
"2745",35,11,16
"2746",45,20,17
"2747",26,11,15
"2748",25,3,10
"2749",17,-1,1
"2750",23,1,3
"2751",37,11,11
"2752",41,11,28
"2753",23,0,6
"2754",38,4,15
"2755",32,10,16
"2756",45,23,28
"2757",37,6,14
"2758",26,0,2
"2759",26,1,5
"2760",35,15,21
"2761",25,4,8
"2762",43,11,9
"2763",23,-3,-1
"2764",40,-3,6
"2765",41,17,26
"2766",32,6,10
"2767",35,17,12
"2768",45,24,29
"2769",45,10,22
"2770",36,14,14
"2771",22,11,7
"2772",39,15,13
"2773",34,14,16
"2774",37,13,20
"2775",35,16,9
"2776",27,8,7
"2777",29,11,15
"2778",38,6,15
"2779",35,26,26
"2780",26,-9,-1
"2781",26,9,4
"2782",29,9,17
"2783",43,14,14
"2784",45,9,19
"2785",16,-5,1
"2786",41,9,18
"2787",42,16,23
"2788",35,7,15
"2789",43,15,21
"2790",29,1,7
"2791",39,9,18
"2792",32,5,16
"2793",28,0,2
"2794",35,10,15
"2795",22,-5,3
"2796",39,-4,9
"2797",38,13,20
"2798",18,2,9
"2799",43,15,14
"2800",42,21,18
"2801",39,13,13
"2802",45,19,9
"2803",24,-4,2
"2804",37,7,20
"2805",32,9,18
"2806",30,10,21
"2807",43,16,19
"2808",38,10,0
"2809",34,7,-1
"2810",33,10,14
"2811",33,7,9
"2812",35,6,15
"2813",45,21,17
"2814",40,23,26
"2815",45,15,25
"2816",26,9,18
"2817",37,-4,4
"2818",27,5,4
"2819",20,-3,4
"2820",43,9,21
"2821",27,4,10
"2822",38,17,26
"2823",18,-5,-2
"2824",45,22,28
"2825",45,25,33
"2826",29,1,5
"2827",38,13,18
"2828",28,-1,3
"2829",29,15,17
"2830",23,5,13
"2831",15,-3,2
"2832",24,6,12
"2833",37,-3,4
"2834",37,8,14
"2835",32,8,13
"2836",39,10,21
"2837",35,9,12
"2838",32,6,10
"2839",36,8,12
"2840",39,0,17
"2841",23,9,0
"2842",38,11,17
"2843",34,15,16
"2844",40,7,19
"2845",39,10,19
"2846",45,16,25
"2847",35,15,16
"2848",18,6,-1
"2849",44,9,22
"2850",42,14,17
"2851",39,16,12
"2852",30,20,16
"2853",33,8,16
"2854",45,19,17
"2855",36,17,18
"2856",33,9,18
"2857",39,12,16
"2858",29,10,17
"2859",34,12,21
"2860",30,6,13
"2861",27,15,11
"2862",33,4,9
"2863",41,5,12
